# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	NA18933	chr22	36091771	36210583	118813	860	79.4
RG	NA18933	chr22	36797910	36852669	54760	348	62.7
RG	NA18933	chr22	36948061	36964375	16315	145	36.2
RG	NA18933	chr22	37286330	37319314	32985	255	51.8
RG	NA18933	chr22	38915592	38944632	29041	152	15.1
RG	NA18933	chr22	39729751	39885203	155453	530	29.6
RG	NA18933	chr22	40127480	41391284	1263805	4341	82.7
RG	NA18933	chr22	42268966	42308629	39664	245	41.2
RG	NA18933	chr22	42785185	43002784	217600	1303	55.4
RG	NA18933	chr22	43217322	43228759	11438	113	18.8
RG	NA18933	chr22	43308046	43318687	10642	107	13.1
RG	NA18933	chr22	43910089	44000464	90376	601	49.7
RG	NA18933	chr22	44023159	44075509	52351	341	57.8
RG	NA18933	chr22	44437700	44442790	5091	98	10.2
RG	NA18933	chr22	45152736	45243530	90795	669	67.1
RG	NA18933	chr22	45298544	45453252	154709	743	30.1
RG	NA18933	chr22	45905022	45920925	15904	166	23.8
RG	NA18933	chr22	47159846	47171676	11831	186	28.2
RG	NA18933	chr22	47693636	47712332	18697	157	15.2
RG	NA18933	chr22	48506305	48536048	29744	284	60.7
RG	NA18933	chr22	48855499	48945269	89771	942	79.6
RG	NA18933	chr22	49076603	49160800	84198	1056	83.3
RG	NA18933	chr22	49322395	49348638	26244	295	49.3
RG	NA18933	chr22	49462025	49472163	10139	87	20.1
RG	NA18933	chr22	49550809	49561144	10336	84	14.2
RG	NA18934	chr22	19669345	19699447	30103	198	39.0
RG	NA18934	chr22	20260868	20278258	17391	85	30.5
RG	NA18934	chr22	22041329	22049685	8357	84	33.5
RG	NA18934	chr22	22109386	22197246	87861	844	89.5
RG	NA18934	chr22	22415303	22426244	10942	84	12.7
RG	NA18934	chr22	22579995	22588424	8430	62	26.4
RG	NA18934	chr22	23244218	23290582	46365	438	53.4
RG	NA18934	chr22	23865775	23888628	22854	119	63.4
RG	NA18934	chr22	24020199	24223492	203294	827	25.8
RG	NA18934	chr22	25073445	25107607	34163	178	50.3
RG	NA18934	chr22	26267455	26361016	93562	690	78.4
RG	NA18934	chr22	26445313	26475740	30428	184	31.6
RG	NA18934	chr22	26546161	26641724	95564	508	73.3
RG	NA18934	chr22	27346916	27376463	29548	261	84.9
RG	NA18934	chr22	27450561	27474997	24437	160	40.8
RG	NA18934	chr22	27552780	27577303	24524	214	14.8
RG	NA18934	chr22	29263734	29400374	136641	528	29.7
RG	NA18934	chr22	31137966	31457022	319057	968	39.5
RG	NA18934	chr22	32147071	32200123	53053	308	59.5
RG	NA18934	chr22	34405465	34464592	59128	485	33.7
RG	NA18934	chr22	35111766	35266168	154403	969	71.6
RG	NA18934	chr22	36379840	36463036	83197	440	32.4
RG	NA18934	chr22	36864081	36908050	43970	296	24.9
RG	NA18934	chr22	36948061	36956490	8430	83	28.7
RG	NA18934	chr22	36967857	37014505	46649	380	68.5
RG	NA18934	chr22	37582443	38075517	493075	2285	66.1
RG	NA18934	chr22	38963141	39016686	53546	263	39.7
RG	NA18934	chr22	41257868	41352370	94503	303	38.5
RG	NA18934	chr22	42716605	42758255	41651	218	43.6
RG	NA18934	chr22	45578038	45610366	32329	279	21.0
RG	NA18934	chr22	46091648	46115662	24015	243	38.0
RG	NA18934	chr22	46651512	46840815	189304	1496	88.6
RG	NA18934	chr22	47795754	47875608	79855	662	71.9
RG	NA18934	chr22	47970458	48027797	57340	489	20.8
RG	NA18934	chr22	48150078	48266131	116054	1007	83.3
RG	NA18934	chr22	48687861	48781023	93163	1072	86.9
RG	NA18934	chr22	48810028	48813999	3972	46	6.9
RG	NA18934	chr22	49135976	49147037	11062	163	16.9
RG	NA18934	chr22	49286450	49305864	19415	388	72.1
RG	NA18934	chr22	50360563	50500541	139979	791	73.3
RG	NA19092	chr22	16795061	16832354	37294	252	40.4
RG	NA19092	chr22	17126079	17219838	93760	495	83.2
RG	NA19092	chr22	17641386	17724964	83579	385	13.1
RG	NA19092	chr22	19482678	19570159	87482	408	33.6
RG	NA19092	chr22	19671495	19701160	29666	188	31.5
RG	NA19092	chr22	19979056	20155562	176507	1010	84.9
RG	NA19092	chr22	20637421	20699221	61801	309	23.4
RG	NA19092	chr22	22096791	22107937	11147	142	28.5
RG	NA19092	chr22	22197382	22203557	6176	94	55.4
RG	NA19092	chr22	22353080	22373872	20793	228	35.3
RG	NA19092	chr22	22404691	22426244	21554	148	18.1
RG	NA19092	chr22	23032544	23353704	321161	2112	85.8
RG	NA19092	chr22	23377084	23442710	65627	339	49.0
RG	NA19092	chr22	23747038	24017499	270462	1184	80.2
RG	NA19092	chr22	25932965	25959839	26875	218	32.3
RG	NA19092	chr22	26073577	26130205	56629	379	37.7
RG	NA19092	chr22	26267455	26297889	30435	224	50.6
RG	NA19092	chr22	26902122	26931738	29617	237	26.0
RG	NA19092	chr22	27136028	27226154	90127	734	59.3
RG	NA19092	chr22	27408795	27432524	23730	185	42.6
RG	NA19092	chr22	31360141	31931531	571391	1920	30.7
RG	NA19092	chr22	34180370	34224564	44195	303	60.8
RG	NA19092	chr22	34361922	34404250	42329	345	65.2
RG	NA19092	chr22	35006361	35038359	31999	171	54.5
RG	NA19092	chr22	35049177	35111441	62265	374	65.3
RG	NA19092	chr22	37262417	37386603	124187	968	84.8
RG	NA19092	chr22	38443183	38475338	32156	159	12.2
RG	NA19092	chr22	38644244	38690190	45947	153	57.5
RG	NA19092	chr22	38864820	38905958	41139	287	27.3
RG	NA19092	chr22	39204490	39223221	18732	103	25.3
RG	NA19092	chr22	40649239	40667378	18140	67	24.0
RG	NA19092	chr22	42308380	42355768	47389	268	57.0
RG	NA19092	chr22	43211025	43239864	28840	261	29.1
RG	NA19092	chr22	43307125	43318687	11563	116	41.7
RG	NA19092	chr22	44317167	44346990	29824	217	57.4
RG	NA19092	chr22	44395797	44426682	30886	283	22.7
RG	NA19092	chr22	45221554	45225288	3735	38	56.2
RG	NA19092	chr22	45610386	45654714	44329	295	46.4
RG	NA19092	chr22	46451213	46501527	50315	400	74.6
RG	NA19092	chr22	46586276	46598930	12655	142	41.7
RG	NA19092	chr22	46909862	46921086	11225	131	47.6
RG	NA19092	chr22	47156832	47171676	14845	230	25.8
RG	NA19092	chr22	47290183	47306861	16679	157	23.6
RG	NA19092	chr22	47449804	47550485	100682	773	79.8
RG	NA19092	chr22	47608747	47629139	20393	207	38.5
RG	NA19092	chr22	47966419	47998261	31843	299	46.0
RG	NA19092	chr22	48219803	48228088	8286	90	66.1
RG	NA19092	chr22	48632368	48675750	43383	582	72.1
RG	NA19092	chr22	48684265	48696272	12008	151	29.8
RG	NA19092	chr22	48838764	48854644	15881	162	25.5
RG	NA19092	chr22	49662747	49712112	49366	533	61.8
RG	NA19092	chr22	50064383	50155432	91050	617	20.2
RG	NA19095	chr22	16795534	16836077	40544	274	46.2
RG	NA19095	chr22	17803134	17832945	29812	254	29.0
RG	NA19095	chr22	20115972	20186655	70684	481	45.9
RG	NA19095	chr22	22181898	22196244	14347	96	60.1
RG	NA19095	chr22	23509784	23530089	20306	260	43.7
RG	NA19095	chr22	23750011	23840872	90862	501	68.1
RG	NA19095	chr22	26074965	26127035	52071	359	42.1
RG	NA19095	chr22	26652956	26720916	67961	426	87.6
RG	NA19095	chr22	27475038	27500947	25910	238	52.8
RG	NA19095	chr22	27505544	27535591	30048	242	51.7
RG	NA19095	chr22	29002315	29053066	50752	250	35.6
RG	NA19095	chr22	29887414	29914351	26938	154	24.0
RG	NA19095	chr22	32276704	32309331	32628	215	38.6
RG	NA19095	chr22	35004115	35111441	107327	628	81.7
RG	NA19095	chr22	35592023	35670344	78322	449	48.5
RG	NA19095	chr22	36366282	36384743	18462	87	21.0
RG	NA19095	chr22	37184038	37216398	32361	245	41.9
RG	NA19095	chr22	37655992	37800382	144391	757	46.4
RG	NA19095	chr22	38228753	38261388	32636	202	44.3
RG	NA19095	chr22	39350798	39362825	12028	88	19.3
RG	NA19095	chr22	42439933	42474996	35064	157	26.0
RG	NA19095	chr22	44929094	44969143	40050	355	26.2
RG	NA19095	chr22	45164826	45230970	66145	497	69.6
RG	NA19095	chr22	46439939	46459378	19440	183	12.1
RG	NA19095	chr22	47054691	47155884	101194	1021	73.1
RG	NA19095	chr22	47203775	47258613	54839	427	58.7
RG	NA19095	chr22	48345986	48414498	68513	743	82.9
RG	NA19095	chr22	48577501	48610302	32802	378	65.3
RG	NA19095	chr22	48689357	48694939	5583	90	12.8
RG	NA19095	chr22	48810028	48860142	50115	499	68.3
RG	NA19095	chr22	49138457	49155611	17155	258	50.0
RG	NA19096	chr22	15423267	16169172	745906	199	38.9
RG	NA19096	chr22	17602152	17619545	17394	85	20.2
RG	NA19096	chr22	17971109	18001418	30310	240	13.7
RG	NA19096	chr22	18131784	18947922	816139	198	38.7
RG	NA19096	chr22	22170254	22182800	12547	94	34.2
RG	NA19096	chr22	22351082	22373872	22791	256	37.6
RG	NA19096	chr22	22579106	22619601	40496	261	49.4
RG	NA19096	chr22	23658719	23686164	27446	126	21.3
RG	NA19096	chr22	23813368	23844171	30804	236	35.7
RG	NA19096	chr22	26397830	26429808	31979	184	45.2
RG	NA19096	chr22	27552780	27580609	27830	241	48.7
RG	NA19096	chr22	30503722	30667654	163933	841	64.6
RG	NA19096	chr22	32269741	32323718	53978	374	56.5
RG	NA19096	chr22	34191054	34213855	22802	150	13.9
RG	NA19096	chr22	34419330	34464592	45263	366	34.3
RG	NA19096	chr22	34750522	34859769	109248	622	62.6
RG	NA19096	chr22	38164968	38176575	11608	83	33.5
RG	NA19096	chr22	38578149	38712132	133984	459	12.4
RG	NA19096	chr22	43583854	43623325	39472	222	17.2
RG	NA19096	chr22	43863195	43896491	33297	249	8.6
RG	NA19096	chr22	44126657	44156698	30042	222	35.7
RG	NA19096	chr22	44267705	44280207	12503	134	53.2
RG	NA19096	chr22	44300359	44362480	62122	514	75.1
RG	NA19096	chr22	44847509	44868503	20995	321	80.1
RG	NA19096	chr22	45304459	45463748	159290	768	68.7
RG	NA19096	chr22	45753268	45862920	109653	611	38.3
RG	NA19096	chr22	46230609	46371057	140449	967	70.0
RG	NA19096	chr22	46709378	46740169	30792	243	20.5
RG	NA19096	chr22	46956968	47018116	61149	506	62.0
RG	NA19096	chr22	48595362	48621274	25913	318	55.9
RG	NA19096	chr22	48810028	48851632	41605	414	72.6
RG	NA19096	chr22	48936141	48945053	8913	223	54.5
RG	NA19096	chr22	49288903	49311024	22122	418	47.8
RG	NA19096	chr22	49398148	49408037	9890	133	50.0
RG	NA19096	chr22	49411173	49427382	16210	153	15.0
RG	NA19096	chr22	49548053	49661617	113565	988	76.8
RG	NA19096	chr22	50549609	50560308	10700	73	28.6
RG	NA19107	chr22	16122492	16425548	303057	321	73.6
RG	NA19107	chr22	17600494	17633767	33274	170	39.6
RG	NA19107	chr22	20183254	20201855	18602	174	42.2
RG	NA19107	chr22	20658800	20906011	247212	1056	66.0
RG	NA19107	chr22	20989058	21013960	24903	187	42.5
RG	NA19107	chr22	22175954	22197982	22029	170	41.6
RG	NA19107	chr22	22227937	22244470	16534	158	61.6
RG	NA19107	chr22	22580334	22592684	12351	80	38.4
RG	NA19107	chr22	23489978	23506857	16880	99	45.7
RG	NA19107	chr22	23890311	23914707	24397	257	68.3
RG	NA19107	chr22	24305894	24486619	180726	745	48.7
RG	NA19107	chr22	24666841	24687487	20647	69	7.7
RG	NA19107	chr22	24697711	24733785	36075	239	26.7
RG	NA19107	chr22	25267923	25535051	267129	1561	83.0
RG	NA19107	chr22	26361846	26662241	300396	1685	74.8
RG	NA19107	chr22	28709231	28766952	57722	209	21.6
RG	NA19107	chr22	29484272	30506431	1022160	4611	86.2
RG	NA19107	chr22	31373789	31676373	302585	986	33.3
RG	NA19107	chr22	32707617	32741953	34337	213	31.8
RG	NA19107	chr22	34068721	34097472	28752	204	37.7
RG	NA19107	chr22	34183999	34213855	29857	191	45.3
RG	NA19107	chr22	34362509	34402038	39530	310	21.4
RG	NA19107	chr22	34466958	34745323	278366	2221	89.5
RG	NA19107	chr22	36061081	36202869	141789	922	74.6
RG	NA19107	chr22	36464931	36524015	59085	360	28.2
RG	NA19107	chr22	36663553	36727795	64243	382	55.1
RG	NA19107	chr22	36906335	36930401	24067	207	16.1
RG	NA19107	chr22	38163402	38201038	37637	220	40.0
RG	NA19107	chr22	39914791	40127133	212343	927	64.6
RG	NA19107	chr22	40817625	41021324	203700	636	71.9
RG	NA19107	chr22	44463413	44491517	28105	147	10.4
RG	NA19107	chr22	44732234	44738254	6021	82	26.8
RG	NA19107	chr22	45134238	45194579	60342	359	70.1
RG	NA19107	chr22	45946406	45957166	10761	143	17.5
RG	NA19107	chr22	46517077	46531565	14489	119	13.6
RG	NA19107	chr22	47746931	47780423	33493	286	43.6
RG	NA19107	chr22	47824711	47832174	7464	72	24.6
RG	NA19107	chr22	48605708	48631987	26280	305	53.5
RG	NA19107	chr22	48652419	48663667	11249	192	56.8
RG	NA19107	chr22	48807261	48860142	52882	540	63.0
RG	NA19107	chr22	49110383	49123367	12985	168	37.6
RG	NA19107	chr22	49563455	49586886	23432	210	45.5
RG	NA19107	chr22	49774988	49894228	119241	825	64.5
RG	NA19107	chr22	49905169	49928238	23070	234	53.4
RG	NA19113	chr22	16028169	16387753	359585	348	41.8
RG	NA19113	chr22	17569382	17600401	31020	191	28.8
RG	NA19113	chr22	18078749	18109644	30896	158	23.2
RG	NA19113	chr22	20780154	20934036	153883	689	13.4
RG	NA19113	chr22	22713438	22741973	28536	291	30.4
RG	NA19113	chr22	22746608	22768846	22239	199	37.5
RG	NA19113	chr22	23123641	23146672	23032	128	28.2
RG	NA19113	chr22	23508808	23542512	33705	391	81.1
RG	NA19113	chr22	23690975	23867572	176598	970	75.8
RG	NA19113	chr22	24794512	24907383	112872	774	77.1
RG	NA19113	chr22	25035541	25060060	24520	165	18.0
RG	NA19113	chr22	26249073	26267196	18124	143	44.7
RG	NA19113	chr22	27408795	27432524	23730	185	42.6
RG	NA19113	chr22	27440889	27504064	63176	488	68.7
RG	NA19113	chr22	27699313	27726195	26883	200	39.4
RG	NA19113	chr22	29002315	29048272	45958	230	36.2
RG	NA19113	chr22	32626807	32647940	21134	136	18.1
RG	NA19113	chr22	33121123	33262467	141345	920	84.9
RG	NA19113	chr22	33731463	33756509	25047	187	44.8
RG	NA19113	chr22	34154472	34188814	34343	234	52.9
RG	NA19113	chr22	34357616	34368370	10755	72	23.1
RG	NA19113	chr22	34378595	34383891	5297	65	49.6
RG	NA19113	chr22	35740195	36254947	514753	2156	76.0
RG	NA19113	chr22	36553484	36607183	53700	362	72.4
RG	NA19113	chr22	36745513	36797843	52331	287	57.7
RG	NA19113	chr22	37321325	37350402	29078	208	42.6
RG	NA19113	chr22	37581474	37615114	33641	185	13.2
RG	NA19113	chr22	37822350	37911561	89212	334	21.8
RG	NA19113	chr22	38921378	38954523	33146	185	25.9
RG	NA19113	chr22	40684132	40752733	68602	306	36.6
RG	NA19113	chr22	44424663	44558349	133687	1106	84.4
RG	NA19113	chr22	44780843	44791173	10331	114	14.6
RG	NA19113	chr22	46119330	46133070	13741	164	16.6
RG	NA19113	chr22	47900193	47964533	64341	540	56.8
RG	NA19113	chr22	48110769	48146639	35871	295	31.2
RG	NA19113	chr22	48367921	48394776	26856	290	60.2
RG	NA19113	chr22	49140482	49146651	6170	97	23.6
RG	NA19113	chr22	49208839	49260610	51772	625	23.2
RG	NA19117	chr22	17602152	17619545	17394	85	13.8
RG	NA19117	chr22	19347290	19497611	150322	629	64.4
RG	NA19117	chr22	21556402	21645883	89482	405	44.5
RG	NA19117	chr22	22069476	22083532	14057	139	36.4
RG	NA19117	chr22	22429297	22513766	84470	450	62.5
RG	NA19117	chr22	22705124	22794322	89199	845	64.3
RG	NA19117	chr22	23146855	23164212	17358	141	10.8
RG	NA19117	chr22	23197577	23235375	37799	324	24.2
RG	NA19117	chr22	23631995	23846756	214762	1214	77.7
RG	NA19117	chr22	25435156	25527198	92043	427	52.7
RG	NA19117	chr22	25934461	25958241	23781	197	43.0
RG	NA19117	chr22	26904758	26935456	30699	254	45.5
RG	NA19117	chr22	27286634	27310285	23652	159	18.4
RG	NA19117	chr22	27398998	27435323	36326	310	71.0
RG	NA19117	chr22	30894650	31042783	148134	385	9.9
RG	NA19117	chr22	31137966	31635254	497289	1613	42.5
RG	NA19117	chr22	34358206	34415848	57643	460	62.5
RG	NA19117	chr22	34471439	34579109	107671	1007	85.0
RG	NA19117	chr22	35641991	36078583	436593	1436	72.1
RG	NA19117	chr22	36219023	36232236	13214	94	13.9
RG	NA19117	chr22	36697388	36718651	21264	127	16.8
RG	NA19117	chr22	36817342	36856473	39132	239	21.4
RG	NA19117	chr22	36864081	36924108	60028	432	61.3
RG	NA19117	chr22	37218809	37231457	12649	151	14.7
RG	NA19117	chr22	37582443	37634170	51728	270	40.4
RG	NA19117	chr22	37765993	37913821	147829	673	37.7
RG	NA19117	chr22	38864820	38909803	44984	302	22.8
RG	NA19117	chr22	41966454	42070505	104052	460	43.5
RG	NA19117	chr22	42790818	43015322	224505	1329	66.0
RG	NA19117	chr22	44357188	44387262	30075	341	47.0
RG	NA19117	chr22	44582039	44598588	16550	150	13.8
RG	NA19117	chr22	44878815	44906771	27957	230	24.4
RG	NA19117	chr22	45131640	45235512	103873	712	58.7
RG	NA19117	chr22	45654929	45740608	85680	407	46.8
RG	NA19117	chr22	46605366	46702802	97437	809	64.1
RG	NA19117	chr22	46903036	47050579	147544	1286	86.9
RG	NA19117	chr22	47551667	47581424	29758	243	42.3
RG	NA19117	chr22	47625916	47712332	86417	700	78.0
RG	NA19117	chr22	48940855	48944194	3340	109	29.8
RG	NA19117	chr22	48984352	49039839	55488	579	83.8
RG	NA19118	chr22	17158433	17187382	28950	164	42.6
RG	NA19118	chr22	17585418	17598625	13208	107	16.2
RG	NA19118	chr22	18080917	18109644	28728	144	20.5
RG	NA19118	chr22	19017233	19122832	105600	534	70.4
RG	NA19118	chr22	22050673	22069397	18725	129	23.7
RG	NA19118	chr22	22084694	22108435	23742	255	47.1
RG	NA19118	chr22	23083341	23110244	26904	202	45.8
RG	NA19118	chr22	23632013	23711522	79510	467	46.6
RG	NA19118	chr22	24011429	24237926	226498	927	79.0
RG	NA19118	chr22	25737509	25769512	32004	207	68.6
RG	NA19118	chr22	26297374	26321235	23862	175	25.9
RG	NA19118	chr22	26527941	26577953	50013	272	53.1
RG	NA19118	chr22	27042391	27064831	22441	192	39.2
RG	NA19118	chr22	27398998	27423289	24292	210	16.5
RG	NA19118	chr22	30452962	30550977	98016	500	49.1
RG	NA19118	chr22	31048889	31118362	69474	260	43.3
RG	NA19118	chr22	32332382	32418545	86164	674	84.7
RG	NA19118	chr22	33121123	33259203	138081	904	76.9
RG	NA19118	chr22	34153481	34247976	94496	639	84.1
RG	NA19118	chr22	34383439	34452403	68965	577	56.0
RG	NA19118	chr22	34589230	34631402	42173	276	36.3
RG	NA19118	chr22	35352794	35469291	116498	609	60.1
RG	NA19118	chr22	36179568	36202869	23302	210	13.1
RG	NA19118	chr22	36591825	36644543	52719	322	21.0
RG	NA19118	chr22	38115056	38203282	88227	484	72.1
RG	NA19118	chr22	38479544	38731148	251605	844	67.0
RG	NA19118	chr22	38966466	39016686	50221	252	29.2
RG	NA19118	chr22	39211070	39263455	52386	336	54.6
RG	NA19118	chr22	39380571	39466294	85724	390	30.5
RG	NA19118	chr22	39950026	40345014	394989	1562	67.0
RG	NA19118	chr22	40684132	41354131	670000	2393	70.1
RG	NA19118	chr22	43434917	43465841	30925	246	40.5
RG	NA19118	chr22	43941309	44000464	59156	381	47.0
RG	NA19118	chr22	45757071	45878972	121902	743	61.9
RG	NA19118	chr22	46744546	46766532	21987	203	20.0
RG	NA19118	chr22	46905296	46909843	4548	63	10.1
RG	NA19118	chr22	46948629	46969879	21251	182	17.9
RG	NA19118	chr22	47570000	47591045	21046	167	29.0
RG	NA19118	chr22	47899078	47940700	41623	414	65.7
RG	NA19118	chr22	48345986	48415221	69236	753	82.4
RG	NA19118	chr22	49291316	49292994	1679	45	46.4
RG	NA19118	chr22	49355798	49380711	24914	304	45.5
RG	NA19118	chr22	49409459	49446046	36588	319	26.3
RG	NA19118	chr22	50399385	50459263	59879	370	40.6
RG	NA19121	chr22	17168884	17188252	19369	125	16.4
RG	NA19121	chr22	17417486	17485493	68008	535	65.7
RG	NA19121	chr22	19040902	19147898	106997	612	55.3
RG	NA19121	chr22	19321484	19493933	172450	697	52.4
RG	NA19121	chr22	19609510	19645480	35971	334	75.0
RG	NA19121	chr22	20047118	20183121	136004	774	20.5
RG	NA19121	chr22	22004941	22039564	34624	336	42.1
RG	NA19121	chr22	22592758	22703591	110834	579	70.6
RG	NA19121	chr22	22812319	22877569	65251	473	63.6
RG	NA19121	chr22	24589397	24696806	107410	235	48.5
RG	NA19121	chr22	25107699	25206714	99016	559	62.0
RG	NA19121	chr22	26662285	26733500	71216	469	72.9
RG	NA19121	chr22	26807054	26814908	7855	68	28.2
RG	NA19121	chr22	26943950	26965418	21469	212	58.0
RG	NA19121	chr22	27527309	27535591	8283	75	15.8
RG	NA19121	chr22	27981559	28101832	120274	535	30.0
RG	NA19121	chr22	28170064	28987902	817839	2814	45.4
RG	NA19121	chr22	29657692	29714327	56636	248	49.1
RG	NA19121	chr22	32271204	32332298	61095	429	79.1
RG	NA19121	chr22	32649275	32669716	20442	137	15.3
RG	NA19121	chr22	32847811	32875275	27465	141	14.5
RG	NA19121	chr22	34405465	34464592	59128	485	17.2
RG	NA19121	chr22	35585482	35641978	56497	349	37.9
RG	NA19121	chr22	36166261	36196685	30425	371	29.0
RG	NA19121	chr22	36283882	36317486	33605	186	26.9
RG	NA19121	chr22	36609119	36661485	52367	333	40.5
RG	NA19121	chr22	37321215	37349060	27846	197	12.3
RG	NA19121	chr22	38921378	38944632	23255	126	19.2
RG	NA19121	chr22	39096054	39174878	78825	465	73.8
RG	NA19121	chr22	39264012	39310314	46303	315	45.4
RG	NA19121	chr22	39364958	39463518	98561	502	61.0
RG	NA19121	chr22	40336030	40347517	11488	42	27.3
RG	NA19121	chr22	41991387	42076233	84847	360	25.8
RG	NA19121	chr22	42577696	42687766	110071	665	61.1
RG	NA19121	chr22	44233599	44286706	53108	424	38.0
RG	NA19121	chr22	45964892	46008090	43199	335	58.3
RG	NA19121	chr22	47062548	47096937	34390	309	68.2
RG	NA19121	chr22	47179690	47189260	9571	80	62.6
RG	NA19121	chr22	48425952	48438955	13004	180	35.1
RG	NA19121	chr22	48698587	48702219	3633	63	25.0
RG	NA19121	chr22	49008237	49029793	21557	294	49.1
RG	NA19121	chr22	49333460	49346494	13035	131	45.7
RG	NA19121	chr22	49506163	49516988	10826	100	31.7
RG	NA19121	chr22	50182138	50198000	15863	121	18.8
RG	NA19121	chr22	50549561	50567595	18035	120	26.4
RG	NA19130	chr22	16912130	16933213	21084	202	24.9
RG	NA19130	chr22	18128456	18947922	819467	230	22.8
RG	NA19130	chr22	19288083	19529289	241207	1006	68.1
RG	NA19130	chr22	19662930	19703932	41003	268	31.2
RG	NA19130	chr22	20354217	20496153	141937	624	71.9
RG	NA19130	chr22	20877900	20939582	61683	196	23.0
RG	NA19130	chr22	22050673	22082711	32039	259	65.3
RG	NA19130	chr22	22527962	22589560	61599	426	65.2
RG	NA19130	chr22	22666116	22680313	14198	120	20.5
RG	NA19130	chr22	23631995	23659302	27308	173	40.5
RG	NA19130	chr22	24262548	24517455	254908	982	68.2
RG	NA19130	chr22	24705111	24733785	28675	202	19.1
RG	NA19130	chr22	24761488	24796010	34523	151	39.9
RG	NA19130	chr22	25400178	25415289	15112	94	15.7
RG	NA19130	chr22	25855705	25883644	27940	198	28.7
RG	NA19130	chr22	26024677	26059824	35148	258	44.0
RG	NA19130	chr22	26244770	26265346	20577	178	19.1
RG	NA19130	chr22	26400508	26519398	118891	616	62.4
RG	NA19130	chr22	27089339	27120257	30919	293	56.0
RG	NA19130	chr22	29518934	29721252	202319	790	42.4
RG	NA19130	chr22	30559735	30658669	98935	506	27.3
RG	NA19130	chr22	33366279	33408315	42037	328	27.2
RG	NA19130	chr22	33572230	33631486	59257	418	53.8
RG	NA19130	chr22	33958032	33997211	39180	195	37.2
RG	NA19130	chr22	34199764	34221255	21492	135	15.8
RG	NA19130	chr22	34802650	34813379	10730	74	26.5
